0	3	3450311498	3450311513
0	3	3450412147	3450412186
0	3	3450483566	3450483585
0	3	3450565981	3450566005
0	3	3450631164	3450631175
0	3	3450631179	3450631190
0	3	3450631194	3450631205
0	3	3450631209	3450631220
0	3	3450631225	3450631235
0	3	3450631240	3450631244
0	3	3450631249	3450631260
0	3	3450631264	3450631279
0	3	3450631284	3450631294
0	3	3450631299	3450631305
0	3	3450631310	3450631320
0	3	3450631325	3450631334
0	3	3450631340	3450631349
0	3	3450631355	3450631364
0	3	3450631369	3450631379
0	3	3450631384	3450631395
0	3	3450631399	3450631414
0	3	3450631419	3450631429
0	3	3450631434	3450631445
0	3	3450631449	3450631460
0	3	3450631464	3450631475
0	3	3450631480	3450631490
0	3	3450631495	3450631504
0	3	3450631510	3450631525
0	3	3450631510	3450631549
0	3	3450655471	3450655491
0	3	3450714817	3450714832
0	3	3450776346	3450776356
0	3	3450825721	3450825756
0	3	3450886191	3450886206
0	3	3450886212	3450886227
0	3	3450886232	3450886236
0	3	3450886241	3450886251
0	3	3450886256	3450886271
0	3	3450886277	3450886286
0	3	3450886291	3450886302
0	3	3450886306	3450886317
0	3	3450886321	3450886332
0	3	3450886336	3450886347
0	3	3450886352	3450886362
0	3	3450886367	3450886376
0	3	3450886382	3450886391
0	3	3450886397	3450886406
0	3	3450886412	3450886421
0	3	3450886426	3450886437
0	3	3450886441	3450886452
0	3	3450886456	3450886467
0	3	3450886471	3450886487
0	3	3450886491	3450886506
0	3	3450886511	3450886526
0	3	3450886532	3450886541
0	3	3450886546	3450886561
0	3	3450886567	3450886576
0	3	3450886582	3450886591
0	3	3450886596	3450886606
0	3	3450886611	3450886622
0	3	3450886626	3450886637
0	3	3450886641	3450886652
0	3	3450886657	3450886672
0	3	3450886676	3450886687
0	3	3450886691	3450886702
0	3	3450886707	3450886717
0	3	3450886722	3450886731
0	3	3450886737	3450886752
0	3	3450886757	3450886772
0	3	3450886776	3450886792
0	3	3450886796	3450886811
0	3	3450886816	3450886842
0	3	3450886846	3450886907
0	3	3450886911	3450886972
0	3	3450909244	3450909259
0	3	3450938670	3450938696
0	3	3450938701	3450938716
0	3	3450938720	3450938740
0	3	3450938746	3450938760
0	3	3450938766	3450938781
0	3	3450938786	3450938801
0	3	3450938805	3450938816
0	3	3450938821	3450938836
0	3	3450938840	3450938855
0	3	3450938860	3450938871
0	3	3450938875	3450938890
0	3	3450938895	3450938910
0	3	3450938916	3450938925
0	3	3450938931	3450938945
0	3	3450938951	3450938971
0	3	3450938975	3450938990
0	3	3450938995	3450939010
0	3	3450938995	3450939056
0	3	3450939060	3450939086
0	3	3450939090	3450939036
0	3	3450939090	3450939110
0	3	3450939115	3450939141
0	3	3450939145	3450939310
0	3	3450939315	3450939336
0	3	3450939341	3450939361
0	3	3450939365	3450939376
0	3	3450939380	3450939441
0	3	3450939444	3450939485
0	3	3450939491	3450939553
0	3	3450939556	3450939620
0	3	3450939626	3450939691
0	3	3450939696	3450939761
0	3	3450939765	3450939711
0	3	3450939765	3450939781
0	3	3450939785	3450940792
0	3	3450940798	3450940861
0	3	3450940866	3450940887
0	3	3450940892	3450940916
0	3	3450940922	3450940957
0	3	3450940961	3450940970
0	3	3450940976	3450941000
0	3	3450941006	3450941115
0	3	3450941120	3450941142
0	3	3450941147	3450941173
