73	112	1215931046	1215931104
73	112	1216115888	1216115950
73	112	1216115956	1216115970
73	112	1216115973	1216115938
73	112	1216115973	1216115991
73	112	1216115993	1216116009
73	112	1216116012	1216116031
73	112	1216116034	1216116058
73	112	1216116059	1216116080
73	112	1216116081	1216116109
73	112	1216116112	1216116147
73	112	1216116150	1216116240
73	112	1216116271	1216116267
73	112	1216116278	1216116267
73	112	1216116417	1216116425
73	112	1216116417	1216116455
73	112	1216116458	1216116475
73	112	1216116478	1216116482
73	112	1216116483	1216116487
73	112	1216116490	1216116491
73	112	1216116494	1216116494
73	112	1216116495	1216116495
73	112	1216116498	1216116498
73	112	1216116498	1216116516
73	112	1216116520	1216116524
73	112	1216116528	1216116524
73	112	1216116529	1216116524
73	112	1216116532	1216116524
73	112	1216116536	1216116524
73	112	1216116540	1216116495
73	112	1216116540	1216116524
73	112	1216116541	1216116495
73	112	1216116541	1216116524
73	112	1216116544	1216116525
73	112	1216116545	1216116528
73	112	1216116548	1216116533
73	112	1216116549	1216116505
73	112	1216116549	1216116533
73	112	1216116552	1216116533
73	112	1216116554	1216116533
73	112	1216116555	1216116533
73	112	1216116558	1216116536
73	112	1216116559	1216116537
73	112	1216116559	1216116582
73	112	1216116586	1216116537
73	112	1216116586	1216116606
73	112	1216116609	1216116656
73	112	1216116609	1216116670
73	112	1216116671	1216116710
73	112	1216116711	1216116737
73	112	1216116740	1216116764
73	112	1216116765	1216116787
73	112	1216116790	1216116810
73	112	1216116811	1216116833
73	112	1216116837	1216116848
73	112	1216116849	1216116857
73	112	1216116860	1216116869
73	112	1216116872	1216116880
73	112	1216116886	1216116883
73	112	1216116890	1216116883
73	112	1216116891	1216116883
73	112	1216116894	1216116883
73	112	1216116898	1216116883
73	112	1216116899	1216116886
73	112	1216116899	1216116890
73	112	1216116903	1216116894
73	112	1216116906	1216116899
73	112	1216116906	1216116903
73	112	1216116907	1216116914
73	112	1216116915	1216116934
73	112	1216116937	1216116953
73	112	1216116937	1216116973
73	112	1216116976	1216117002
73	112	1216117006	1216117031
73	112	1216117034	1216116994
73	112	1216117034	1216117064
73	112	1216117069	1216117064
