1	13	601	601	1	0
1	14	601	601	1	0
1	9	601	827	1	0
1	7	601	827	1	0
1	10	827	827	1	0
1	11	716	944	1	0
1	15	827	944	1	0
1	3	944	944	1	0
1	2	1065	1065	1	0
1	5	1065	1065	1	0
1	4	716	1067	1	0
1	7	1067	1067	2	240
1	6	1178	1178	1	0
1	15	1178	1178	2	234
1	14	1065	1294	2	464
1	13	1065	1296	2	464
1	16	1065	1296	1	0
1	5	1294	1296	2	229
1	12	1294	1296	1	0
1	2	1296	1296	2	231
1	8	601	1418	1	0
1	11	1418	1418	2	474
1	3	1296	1419	2	352
1	7	1418	1419	3	351
1	17	1419	1419	1	0
1	12	1540	1540	2	244
1	4	1540	1540	2	473
1	9	1294	1664	2	467
1	14	1419	1664	3	125
1	16	1540	1787	2	244
1	3	1787	1896	3	368
1	11	1664	2016	3	246
1	8	1787	2016	2	369
1	12	1896	2016	3	356
1	7	1896	2016	4	477
1	17	2019	2019	2	600
1	6	2019	2019	2	841
1	16	2019	2130	3	232
1	12	2130	2130	4	114
1	14	2016	2132	4	352
1	15	1419	2245	3	241
1	8	2247	2247	3	231
1	12	2247	2247	5	117
1	7	2247	2247	5	231
1	6	2132	2250	3	113
1	9	2132	2250	3	468
1	16	2360	2360	4	230
1	14	2250	2474	5	118
1	15	2360	2474	4	115
1	4	2360	2474	3	820
1	3	2474	2474	4	578
1	11	2474	2474	4	458
1	7	2474	2474	6	227
1	9	2475	2584	4	225
1	16	2475	2584	5	115
1	6	2584	2818	4	334
1	8	2818	2818	4	571
1	5	2019	2933	3	723
1	10	2130	2933	2	1303
1	16	2933	2933	6	349
1	9	2933	2933	5	349
1	14	2933	3045	6	459
1	12	3045	3045	6	798
1	4	3045	3045	4	571
1	13	1540	3159	3	244
1	17	2933	3159	3	914
1	3	3045	3159	5	571
1	7	3045	3159	7	571
1	6	3159	3159	5	341
1	2	2019	3279	3	723
1	10	3279	3279	3	346
1	9	3279	3279	6	346
1	15	2708	3401	5	234
1	5	3279	3401	4	346
1	11	3401	3401	5	927
1	12	3401	3519	7	356
1	3	3519	3519	6	360
1	7	3629	3629	8	470
1	10	3632	3632	4	353
1	15	3632	3632	6	231
1	2	3632	3632	4	353
1	6	3632	3632	6	473
1	16	3401	3753	7	468
1	13	3629	3753	4	470
1	12	3753	3866	8	234
1	3	3753	3866	7	234
1	11	3866	3866	6	465
1	7	3866	3866	9	237
1	8	3401	3983	5	583
1	4	3519	3983	5	474
1	5	3983	3983	5	582
1	9	3986	3986	7	707
1	2	3986	3986	5	354
1	6	3986	3986	7	354
1	10	3983	4109	5	351
